current_date,cases,deaths,country,population,first_date,high_risk_2w
2020-03-28,212,0,AU,25203200.0,31/12/2019,False
2020-03-27,367,2,AU,25203200.0,31/12/2019,False
2020-03-26,376,3,AU,25203200.0,31/12/2019,False
2020-03-25,600,1,AU,25203200.0,31/12/2019,False
2020-03-24,114,0,AU,25203200.0,31/12/2019,False
2020-03-23,611,0,AU,25203200.0,31/12/2019,False
2020-03-22,224,0,AU,25203200.0,31/12/2019,False
2020-03-21,165,1,AU,25203200.0,31/12/2019,False
2020-03-20,144,0,AU,25203200.0,31/12/2019,False
2020-03-19,111,1,AU,25203200.0,31/12/2019,False
2020-03-18,79,0,AU,25203200.0,31/12/2019,False
2020-03-17,77,0,AU,25203200.0,31/12/2019,False
2020-03-16,49,2,AU,25203200.0,31/12/2019,False
2020-03-15,52,0,AU,25203200.0,31/12/2019,False
2020-03-14,41,0,AU,25203200.0,31/12/2019,False
2020-03-13,30,0,AU,25203200.0,31/12/2019,False
2020-03-12,14,0,AU,25203200.0,31/12/2019,False
2020-03-11,12,0,AU,25203200.0,31/12/2019,False
2020-03-10,20,0,AU,25203200.0,31/12/2019,False
2020-03-09,6,0,AU,25203200.0,31/12/2019,False
2020-03-08,11,1,AU,25203200.0,31/12/2019,False
2020-03-07,4,0,AU,25203200.0,31/12/2019,False
2020-03-06,7,0,AU,25203200.0,31/12/2019,False
2020-03-05,11,1,AU,25203200.0,31/12/2019,False
2020-03-04,8,0,AU,25203200.0,31/12/2019,False
2020-03-03,4,0,AU,25203200.0,31/12/2019,False
2020-03-02,3,0,AU,25203200.0,31/12/2019,False
2020-03-01,1,1,AU,25203200.0,31/12/2019,False
2020-02-29,2,0,AU,25203200.0,31/12/2019,False
2020-02-28,0,0,AU,25203200.0,31/12/2019,False
2020-02-27,1,0,AU,25203200.0,31/12/2019,False
2020-02-26,0,0,AU,25203200.0,31/12/2019,False
2020-02-25,0,0,AU,25203200.0,31/12/2019,False
2020-02-24,0,0,AU,25203200.0,31/12/2019,False
2020-02-23,1,0,AU,25203200.0,31/12/2019,False
2020-02-22,4,0,AU,25203200.0,31/12/2019,False
2020-02-21,2,0,AU,25203200.0,31/12/2019,False
2020-02-20,0,0,AU,25203200.0,31/12/2019,False
2020-02-19,0,0,AU,25203200.0,31/12/2019,False
2020-02-18,0,0,AU,25203200.0,31/12/2019,False
2020-02-17,0,0,AU,25203200.0,31/12/2019,False
2020-02-16,0,0,AU,25203200.0,31/12/2019,False
2020-02-15,0,0,AU,25203200.0,31/12/2019,False
2020-02-14,1,0,AU,25203200.0,31/12/2019,False
2020-02-13,0,0,AU,25203200.0,31/12/2019,False
2020-02-12,0,0,AU,25203200.0,31/12/2019,False
2020-02-11,0,0,AU,25203200.0,31/12/2019,False
2020-02-10,0,0,AU,25203200.0,31/12/2019,False
2020-02-09,0,0,AU,25203200.0,31/12/2019,False
2020-02-08,0,0,AU,25203200.0,31/12/2019,False
2020-02-07,1,0,AU,25203200.0,31/12/2019,False
2020-02-06,1,0,AU,25203200.0,31/12/2019,False
2020-02-05,1,0,AU,25203200.0,31/12/2019,False
2020-02-04,0,0,AU,25203200.0,31/12/2019,False
2020-02-03,0,0,AU,25203200.0,31/12/2019,False
2020-02-02,2,0,AU,25203200.0,31/12/2019,False
2020-02-01,2,0,AU,25203200.0,31/12/2019,False
2020-01-31,1,0,AU,25203200.0,31/12/2019,False
2020-01-30,2,0,AU,25203200.0,31/12/2019,False
2020-01-29,0,0,AU,25203200.0,31/12/2019,False
2020-01-28,0,0,AU,25203200.0,31/12/2019,False
2020-01-27,0,0,AU,25203200.0,31/12/2019,False
2020-01-26,3,0,AU,25203200.0,31/12/2019,False
2020-01-25,1,0,AU,25203200.0,31/12/2019,False
2020-01-24,0,0,AU,25203200.0,31/12/2019,False
2020-01-23,0,0,AU,25203200.0,31/12/2019,False
2020-01-22,0,0,AU,25203200.0,31/12/2019,False
2020-01-21,0,0,AU,25203200.0,31/12/2019,False
2020-01-20,0,0,AU,25203200.0,31/12/2019,False
2020-01-19,0,0,AU,25203200.0,31/12/2019,False
2020-01-18,0,0,AU,25203200.0,31/12/2019,False
2020-01-17,0,0,AU,25203200.0,31/12/2019,False
2020-01-16,0,0,AU,25203200.0,31/12/2019,False
2020-01-15,0,0,AU,25203200.0,31/12/2019,False
2020-01-14,0,0,AU,25203200.0,31/12/2019,False
2020-01-13,0,0,AU,25203200.0,31/12/2019,False
2020-01-12,0,0,AU,25203200.0,31/12/2019,False
2020-01-11,0,0,AU,25203200.0,31/12/2019,False
2020-01-10,0,0,AU,25203200.0,31/12/2019,False
2020-01-09,0,0,AU,25203200.0,31/12/2019,False
2020-01-08,0,0,AU,25203200.0,31/12/2019,False
2020-01-07,0,0,AU,25203200.0,31/12/2019,False
2020-01-06,0,0,AU,25203200.0,31/12/2019,False
2020-01-05,0,0,AU,25203200.0,31/12/2019,False
2020-01-04,0,0,AU,25203200.0,31/12/2019,False
2020-01-03,0,0,AU,25203200.0,31/12/2019,False
2020-01-02,0,0,AU,25203200.0,31/12/2019,False
2020-01-01,0,0,AU,25203200.0,31/12/2019,False
2019-12-31,0,0,AU,25203200.0,31/12/2019,False
2020-12-14,2,0,FJ,889955.0,20/03/2020,
2020-12-13,0,0,FJ,889955.0,20/03/2020,
2020-12-12,0,0,FJ,889955.0,20/03/2020,
2020-12-11,0,0,FJ,889955.0,20/03/2020,
2020-12-10,0,0,FJ,889955.0,20/03/2020,
2020-12-09,0,0,FJ,889955.0,20/03/2020,
2020-12-08,0,0,FJ,889955.0,20/03/2020,
2020-12-07,0,0,FJ,889955.0,20/03/2020,
2020-12-06,0,0,FJ,889955.0,20/03/2020,
2020-12-05,0,0,FJ,889955.0,20/03/2020,
2020-12-04,2,0,FJ,889955.0,20/03/2020,
2020-12-03,0,0,FJ,889955.0,20/03/2020,
2020-12-02,0,0,FJ,889955.0,20/03/2020,
2020-12-01,0,0,FJ,889955.0,20/03/2020,
2020-11-30,4,0,FJ,889955.0,20/03/2020,False
2020-11-29,0,0,FJ,889955.0,20/03/2020,False
2020-11-28,0,0,FJ,889955.0,20/03/2020,False
2020-11-27,0,0,FJ,889955.0,20/03/2020,False
2020-11-26,0,0,FJ,889955.0,20/03/2020,False
2020-11-25,3,0,FJ,889955.0,20/03/2020,False
2020-11-24,0,0,FJ,889955.0,20/03/2020,False
2020-11-23,0,0,FJ,889955.0,20/03/2020,False
2020-11-22,0,0,FJ,889955.0,20/03/2020,False
2020-11-21,0,0,FJ,889955.0,20/03/2020,False
2020-11-20,0,0,FJ,889955.0,20/03/2020,False
2020-11-19,0,0,FJ,889955.0,20/03/2020,False
2020-11-18,0,0,FJ,889955.0,20/03/2020,False
2020-11-17,0,0,FJ,889955.0,20/03/2020,False
2020-11-16,0,0,FJ,889955.0,20/03/2020,False
2020-11-15,0,0,FJ,889955.0,20/03/2020,False
2020-11-14,0,0,FJ,889955.0,20/03/2020,False
2020-11-13,0,0,FJ,889955.0,20/03/2020,False
2020-11-12,0,0,FJ,889955.0,20/03/2020,False
2020-11-11,1,0,FJ,889955.0,20/03/2020,False
2020-11-10,0,0,FJ,889955.0,20/03/2020,False
2020-11-09,0,0,FJ,889955.0,20/03/2020,False
2020-11-08,0,0,FJ,889955.0,20/03/2020,False
2020-11-07,0,0,FJ,889955.0,20/03/2020,False
2020-11-06,0,0,FJ,889955.0,20/03/2020,False
2020-11-05,0,0,FJ,889955.0,20/03/2020,False
2020-11-04,0,0,FJ,889955.0,20/03/2020,False
2020-11-03,0,0,FJ,889955.0,20/03/2020,False
2020-11-02,0,0,FJ,889955.0,20/03/2020,False
2020-11-01,0,0,FJ,889955.0,20/03/2020,False
2020-10-31,0,0,FJ,889955.0,20/03/2020,False
2020-10-30,1,0,FJ,889955.0,20/03/2020,False
2020-10-29,0,0,FJ,889955.0,20/03/2020,False
2020-10-28,0,0,FJ,889955.0,20/03/2020,False
2020-10-27,0,0,FJ,889955.0,20/03/2020,False
